Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE
X1000009,LS 660 I-Go Vision Lite/LS 740 Vector Bremslicht Leuchtenset,JA,4016167070516,8005405,T114,TZB,Batteriebeleuchtung,TRELOCK,M000010296,schwarz,25,80 Lux,UN,,,0,81,0,0,19,0.234568,,1,20,2026-02-02,20,44.23,46083,44.23,42.650559,4100.02,508.09,0,0,0.123924,1328.05,0.080675,43875,59.99,114.99,0.478302,1.4,CC: NOS-A KW52,59.99,59.99
X1000011,LS 460 I-Go Power 40 / LS 720 Reego Beleuchtungsset,Nein/Nur in der Filiale Verfügbar,4016167070233,8005388,T114,TZB,Batteriebeleuchtung,TRELOCK,M000010293,Black,NOS,Set,UN,,,0,-2,0,0,0,0,,0,0,,0,0,44682,21.33,22.288955,-50.4,-6.73,0,0,0.133532,21.83,0.052459,43858,32.99,61.99,0.467817,1.5,CC-NOS-1225,32.99,32.99
X1000012,50 LUX Bel. Set,Nein/Nur in der Filiale Verfügbar,4016167066311,8005151,T114,TZB,Batteriebeleuchtung,TRELOCK,M000010294,Black,NOS,Set,UN,,,0,-1,0,0,0,0,,0,0,,0,0,45407,30.5,26.326063,-27.72,1.14,0,0,-0.041126,28.86,0.0317,43858,42.99,71.99,0.402834,1.4,CC-NOS-1225,42.99,42.99
X1000014,Aura 80 & Nugget II Beleuchtungsset,JA,4016224178506,17850,T114,TZB,Batteriebeleuchtung,SIGMA,M000006157,schwarz,25,StVZO,UN,,,0,108,9,3,75,0.694444,8.333333,0,0,,0,0,46084,32.5335,29.414556,4960.52,1443.65,126.02521,378.07563,0.291028,2446.71,0.03251,43859,49.99,79.95,0.374734,1.5,CC-Sigma1126,49.99,49.99
X1000015,Aura 60 & Nugget II Beleuchtungsset,JA,4016224177509,17750,T114,TZB,Batteriebeleuchtung,SIGMA,M000006155,schwarz,25,StVZO,UN,,,0,61,9,2,67,1.098361,7.444444,8,0,,0,0,46084,28.4665,25.838499,2255.69,544.67,67.210084,302.445378,0.241465,2124.37,0.036313,43859,39.99,69.95,0.428306,1.4,CC-Sigma1126,39.99,39.99
X1000018,LS 600 I-Go Vector 60 & LS740 Vector rear Beleuchtungsset,Nein/Nur in der Filiale Verfügbar,8713249295459,8005403,T114,TZB,Batteriebeleuchtung,TRELOCK,M000010295,schwarz,NOS,OSZ,UN,,,0,782,0,0,0,0,,0,0,,0,0,45678,17,20.167913,24139.95,10832.18,0,0,0.448724,102.09,0.044053,43861,39.99,84.99,0.529474,2.4,CC: Auslauf 30.01.26,39.99,39.99
X1000020,Aura 45 & Nugget II Beleuchtungsset,JA,4016224174607,17460,T114,TZB,Batteriebeleuchtung,SIGMA,M000006154,schwarz,25,StVZO,UN,,,0,79,7,2,30,0.379747,4.285714,0,0,,0,0,46099,22.825,21.825925,2710.7,943.48,65.529412,229.352941,0.348058,684.75,0.039315,43859,38.99,54.95,0.290446,1.7,CC_Sigma_0925_Auslauf,38.99,38.99
X1000021,LS 740 I-Go Vector USB Rücklicht StVZO,JA,4016167070530,8005407,T112,TZB,Rücklicht,TRELOCK,M000010299,schwarz,25,OSZ,UN,,,0,10,1,1,60,6,60,0,0,,0,0,45988,7.24,7.798481,125.78,53.38,17.638655,17.638655,0.424392,434.4,0.107143,43861,20.99,20.99,0,2.9,CC:SchlösserLichterKW50,14.99,14.99
X1000022,Strip Drive Rücklicht StVZO,Nein/Nur in der Filiale Verfügbar,4712806002718,452000010,T112,TZB,Rücklicht,LEZYNE,M000004415,schwarz,24,36 Lumen,UN,,,0,0,0,0,0,,,0,0,,0,0,45435,19,18.060104,0,0,0,0,0,18.16,0.07482,43858,32.99,37.95,0.130698,1.7,CC-NOS-1225,32.99,32.99
X1000023,Nugget II Rücklicht,JA,4016224150502,15050,T112,TZB,Rücklicht,SIGMA,M000006173,schwarz,25,StVZO,UN,,,0,180,6,2,10,0.055556,1.666667,0,0,,0,0,46003,6.225,5.738625,1772.42,651.9,25.12605,75.378151,0.367802,62.25,0.023301,43859,14.95,14.95,0,2.4,CC-Sigma1126,10.99,10.99
X1000025,KTV Drive Rücklicht StVZO,JA,4712806002701,452000009,T114,TZB,Batteriebeleuchtung,LEZYNE,M000004401,schwarz,24,11 Lumen,UN,,,0,2,2,1,28,14,14,0,60,2026-05-01,30,10.93,46128,11.482,8.830222,30.24,7.28,19.285714,38.571429,0.240741,321.5,0.075145,43858,22.95,22.95,0,2,CC-Beleuchtung-1225,17.99,17.99
X1000028,Lite Drive Pro 115 Frontlicht StVZO,JA,4712806003319,452000021,T111,TZB,Scheinwerfer,LEZYNE,M000004402,schwarz-glänzend,24,310 Lumen / 115 LUX,UN,,,0,225,22,4,47,0.208889,2.136364,6,0,,0,0,45685,25.002967,29.790828,7341.94,1710.7,124.336134,683.848739,0.233004,1426.49,0.107527,43858,36.99,69.95,0.471194,1.5,CC: NOS-A KW52,36.99,36.99
X1000029,Aura 80 Frontlicht,JA,4016224178001,17800,T114,TZB,Batteriebeleuchtung,SIGMA,M000006158,schwarz,25,StVZO,UN,,,0,114,5,0,48,0.421053,9.6,0,0,,0,0,46031,28.469,26.474068,3873.32,601.66,0,163.823529,0.155334,1369.04,0.033898,43859,38.99,69.95,0.442602,1.4,CC-Sigma1126,38.99,38.99
X1000030,Power High Beam Drive 500 Frontlicht StVZO,JA,4712805997213,452000027,T111,TZB,Scheinwerfer,LEZYNE,M000004409,schwarz,24,500 Lumen,UN,,,0,25,0,0,2,0.08,,0,0,,0,0,45566,60,59.793314,1910.31,434.43,0,0,0.227413,177.1,0.141388,43858,98.49,119.95,0.178908,1.6,CC:LezynePreise250825,98.49,98.49
X1000033,Power High Beam Drive 500 Loaded Frontlicht StVZO,JA,4712806004064,452000065,T111,TZB,Scheinwerfer,LEZYNE,M000004410,schwarz,24,500 Lumen,UN,,,0,33,1,0,33,1,33,0,0,,0,0,45611,67.028333,73.672614,2847.27,526.26,0,84.02521,0.18483,2461.72,0.168831,43858,99.99,149.95,0.333178,1.5,BF 2025,99.99,99.99
X1000034,Aura 60 Frontlicht,Nein/Nur in der Filiale Verfügbar,4016224177004,17700,T114,TZB,Batteriebeleuchtung,SIGMA,M000006156,schwarz,25,StVZO,UN,,,0,19,0,0,0,0,,0,0,,0,0,45754,24.9,22.063564,625.85,149.54,0,0,0.238939,0,0.048593,43864,34.99,59.95,0.416347,1.4,CC-Sigma1126,34.99,34.99
X1000036,Hecto Drive Pro 65 Frontlicht StVZO,JA,4712806003296,452000016,T114,TZB,Batteriebeleuchtung,LEZYNE,M000004399,schwarz-glänzend,24,210 Lumen / 65 LUX,UN,,,0,17,0,0,11,0.647059,,1,0,,0,0,45566,27.486,25.606218,517.52,64.81,0,0,0.125232,319.6,0.090909,43858,35.99,54.95,0.345041,1.3,CC:LezynePreise250825,35.99,35.99
X1000037,Akku-LED-Scheinwerfer Ixon Space,Nein/Nur in der Filiale Verfügbar,4006021011458,2021778500,T111,TZB,Scheinwerfer,BUM,M000014923,schwarz,25,150 Lux / Ø 22-32 mm,UN,,,0,0,0,0,1,,,0,0,,0,0,44774,108.01125,103.312815,0,0,0,0,0,104.85,0.113636,43859,134.99,199.9,0.324712,1.2,CC-Beleuchtung-1225,134.99,134.99
X1000042,Ivera Chain 7210/110 Kettenschloss,Nein/Nur in der Filiale Verfügbar,4003318551420,10055142-01,Z076,TZB,Schlösser Ketten,ABUS,M000103075,black/blue,26,110 cm,UN,,,0,113,0,0,10,0.088496,,0,0,,0,0,46123,34.06,24.31454,3697.9,810.4,0,0,0.219151,340.6,0.05102,43860,44.99,74.95,0.399733,1.3,CC: NOS-A KW52,44.99,44.99
X1000043,Steel-O-Chain 4804C/75 Symbols Kettenschloss,JA,4003318874987,10087498-01,Z076,TZB,Schlösser Ketten,ABUS,M000002802,hellgrün,26,75 CM,UN,,,0,45,4,2,23,0.511111,5.75,0,0,,0,0,46107,11.34,10.573684,755.85,246.06,41.932773,83.865546,0.325541,272.1,0.072948,43871,24.95,24.95,0,2.2,CC NOS 1524,19.99,19.99
X1000045,Steel-O-Chain 4804C/75 Symbols Kettenschloss,JA,4003318868108,10086810-01,Z076,TZB,Schlösser Ketten,ABUS,M000002802,pink,26,75 CM,UN,,,0,46,7,0,13,0.282609,1.857143,0,0,,0,0,46099,11.34,10.931677,772.23,250.59,0,146.764706,0.324502,147.42,0.056604,43948,24.95,24.95,0,2.2,CC NOS 1524,19.99,19.99
X1000046,Iven Chain 8210/85 Kettenschloss,JA,4003318551529,10055152-01,Z076,TZB,Schlösser Ketten,ABUS,M000002785,schwarz,26,85 cm,UN,,,0,50,15,6,37,0.74,2.466667,9,0,,0,0,45761,34.07,33.314234,2675.09,971.59,302.470588,756.176471,0.363199,1601.28,0.074468,43860,59.99,74.95,0.1996,1.8,CC:AnpassungVKNEU26022026,59.99,59.99
X1000047,Steel-O-Chain 4804C/75 Symbols Kettenschloss,JA,4003318868092,10086809-01,Z076,TZB,Schlösser Ketten,ABUS,M000002802,blau,26,75 CM,UN,,,0,57,9,1,24,0.421053,2.666667,1,0,,0,0,46123,11.34,10.88186,957.32,310.94,20.966387,188.697479,0.324803,283.5,0.060729,43948,24.95,24.95,0,2.2,CC NOS 1524,19.99,19.99
X1000048,Ivera Chain 7210/85 Kettenschloss,JA,4003318551413,10055141-01,Z076,TZB,Schlösser Ketten,ABUS,M000103076,black/blue,26,85 cm,UN,,,0,202,3,2,72,0.356436,24,1,0,,0,0,45096,27.2525,21.848095,5692.3,1136.73,67.210084,100.815126,0.199696,1646.37,0.033451,43860,39.99,64.95,0.384296,1.5,CC:AnpassungVKNEU26022026,39.99,39.99
X1000049,Steel-O-Chain 4804C/75 Symbols Kettenschloss,JA,4003318874994,10087499-01,Z076,TZB,Schlösser Ketten,ABUS,M000002802,Rot,26,75 CM,UN,,,0,35,5,1,6,0.171429,1.2,1,0,,0,0,46094,11.34,10.438734,587.85,193.2,20.966387,104.831933,0.328655,79.38,0.055738,43871,24.95,24.95,0,2.2,CC NOS 1524,19.99,19.99
X1000050,uGrip Bordo 5700/80 SH Faltschloss,JA,4003318844256,10084425-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002808,schwarz,26,80 cm,UN,,,0,116,10,2,183,1.577586,18.3,4,0,,0,0,46013,34.07,30.587843,6314.67,2551.13,107.546218,537.731092,0.404001,5843.3,0.051078,43860,63.99,74.95,0.146231,1.9,CC:Anpassung24022026,63.99,63.99
X1000051,Bordo Granit X-Plus 6500/110 BK SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318780677,78067,Z075,TZB,Schlösser Faltbügel,ABUS,M000002770,schwarz,23,110 cm,UN,,,0,2,0,0,1,0.5,,0,0,,0,0,45385,65.5,64.78047,226.88,94.89,0,0,0.418239,65.99,0.101695,43860,119.99,169.95,0.293969,1.8,CC NOS AUSLAUF 1524,119.99,119.99
X1000053,uGrip Bordo 5700/100 SH Faltschloss,JA,4003318867446,10086744-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002806,blau,26,100 cm,UN,,,0,17,7,1,29,1.705882,4.142857,4,0,,0,0,45705,38.61,36.844682,1079.73,423.36,63.016807,441.117647,0.392098,1274.11,0.066327,43860,74.99,84.95,0.117245,1.9,CCPreisFranzKW1225,74.99,74.99
X1000054,Bordo 6005/90 Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318729805,72980,Z075,TZB,Schlösser Faltbügel,ABUS,M000002758,schwarz,NOS,90 cm,UN,,,0,-2,0,0,0,0,,0,0,,0,0,45427,40.8,36.709607,-117.64,-36.04,0,0,0.306358,40.8,0.041168,43860,69.99,99.99,0.30003,1.7,CC SOPO 1524,69.99,69.99
X1000055,uGrip Bordo 5700/80 SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318844270,10084427-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002808,hellgrün,26,80 cm,UN,,,0,6,0,0,0,0,,0,0,,0,0,45488,34.07,31.399111,327.68,123.26,0,0,0.37616,0,0.05914,43860,64.99,74.95,0.132889,1.9,CCPreisFranzKW1225,64.99,64.99
X1000060,Bordo Granit X-Plus 6505/85 BK SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318803239,80323,Z075,TZB,Schlösser Faltbügel,ABUS,M000002769,schwarz,NOS,85 cm,UN,,,0,79,0,0,3,0.037975,,1,0,,0,0,45811,68.16,59.023404,6599.73,1384.32,0,0,0.209754,321.26,0.090686,43860,99.99,149.95,0.333178,1.5,CC: NOS-A KW52,99.99,99.99
X1000062,uGrip Bordo 5700/80 SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318844263,10084426-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002808,blau,26,80 cm,UN,,,0,5,0,0,0,0,,0,0,,0,0,45450,34.07,31.985926,251.64,81.29,0,0,0.323041,0,0.049296,43860,59.99,74.95,0.1996,1.8,CC NOS 1524,59.99,59.99
X1000063,uGrip Bordo 5700/100 SH Faltschloss,JA,4003318867439,10086743-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002806,schwarz,26,100 cm,UN,,,0,643,70,21,226,0.351477,3.228571,43,60,2026-04-30,30,38.61,46127,38.61,34.881132,30006.01,6637.3,1341,4470,0.221199,10600.22,0.051672,43860,75.99,84.95,0.105474,2,CC-SchlösserAnpassung1126,57.99,57.99
X1000064,uGrip Bordo 5700/80 SH Faltschloss,JA,4003318844287,10084428-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002808,Rot,26,80 cm,UN,,,0,12,0,0,1,0.083333,,0,0,,0,0,45488,34.07,32.610125,655.35,246.51,0,0,0.37615,68.14,0.060241,43860,64.99,74.95,0.132889,1.9,CCPreisFranzKW1225,64.99,64.99
X1000066,uGrip Bordo 5700C/80 SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318877933,10087793-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002811,hellgrün,26,80 cm,UN,,,0,1,0,0,1,1,,0,0,,0,0,46013,34.07,32.349121,54.63,21.49,0,0,0.393374,67.2,0.043956,43977,64.99,74.95,0.132889,1.9,CCPreisFranzKW1225,64.99,64.99
X1000068,uGrip Bordo 5700/100 SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318867453,10086745-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002806,hellgrün,26,100 cm,UN,,,0,7,0,0,0,0,,0,0,,0,0,45730,38.61,36.613317,382.28,112.01,0,0,0.293005,0,0.053922,43860,64.99,84.95,0.234962,1.7,CC NOS 1524,64.99,64.99
X1000069,FS 360/85 Code Faltschloss,JA,4016167061750,8004824,Z075,TZB,Schlösser Faltbügel,TRELOCK,M000010286,schwarz,NOS,85 cm,UN,,,0,8,8,2,23,2.875,2.875,5,36,2026-03-02,36,31.53,46083,29.95,28.126571,369.68,130.08,92.420168,369.680672,0.351872,838.6,0.036036,43858,54.99,81.99,0.329308,1.8,CC Auslauf 1524,54.99,54.99
X1000071,uGrip Bordo 5700C/80 SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318877940,10087794-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002811,Rot,26,80 cm,UN,,,0,13,0,0,0,0,,0,0,,0,0,45755,34.07,31.49893,600.33,157.42,0,0,0.262222,0,0.075377,43979,54.99,74.95,0.266311,1.6,CC_BBD_01.11.,54.99,54.99
X1000072,uGrip Bordo 5700C/80 SH Faltschloss,JA,4003318877919,10087791-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002811,schwarz,26,80 cm,UN,,,0,246,40,10,41,0.166667,1.025,21,42,2026-05-15,21,34.06,46127,34.06,30.624855,12243.95,3864.42,562.941176,2251.764706,0.315619,2179.93,0.065306,44001,66.99,74.95,0.106204,2,CC-SchlösserAnpassung1126,52.99,52.99
X1000074,FS 480/130 Cops L / X-Move Faltschloss,Nein/Nur in der Filiale Verfügbar,4016167070639,8005412,Z075,TZB,Schlösser Faltbügel,TRELOCK,M000010291,schwarz,25,130 cm,UN,,,0,656,75,19,1,0.001524,0.013333,23,132,2026-03-02,36,47.3,46107,44.94,42.592731,46106.94,16578.1,1756.142857,6932.142857,0.359558,1171.64,0.051681,44001,109.99,122.99,0.1057,2.4,CC-SchlösserAnpassung1126,84.99,84.99
X1000076,uGrip Bordo 5700C/80 SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318877926,10087792-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002811,blau,26,80 cm,UN,,,0,3,0,0,0,0,,0,0,,0,0,45693,34.07,32.70871,116.27,14.06,0,0,0.120925,0,0.05,43965,54.99,74.95,0.266311,1.6,CC_BBD_01.11.,54.99,54.99
X1000077,uGrip Bordo 5700/100 SH Faltschloss,Nein/Nur in der Filiale Verfügbar,4003318867460,10086746-01,Z075,TZB,Schlösser Faltbügel,ABUS,M000002806,Rot,26,100 cm,UN,,,0,7,0,0,0,0,,0,0,,0,0,45730,38.61,37.901884,382.29,112.02,0,0,0.293024,0,0.035211,43860,64.99,84.95,0.234962,1.7,CC NOS 1524,64.99,64.99
X1000081,Eco Light M60 & Eco Light Red Plus Beleuchtungsset,Nein/Nur in der Filiale Verfügbar,4037438040069,CP4006,T114,TZB,Batteriebeleuchtung,VDO,M000040080,schwarz,24,OSZ,UN,,,0,10,0,0,0,0,,0,0,,0,0,45560,26.975,24.575556,420.1,172.6,0,0,0.410855,0,0.047872,43860,49.99,64.95,0.230331,1.9,CC-Beleuchtung-1225,49.99,49.99
X1000082,Eco Light Red Rücklicht,Nein/Nur in der Filiale Verfügbar,4037438400207,CP40020,T112,TZB,Rücklicht,VDO,M000040083,schwarz,24,OSZ,UN,,,0,2,1,0,0,0,0,0,0,,0,0,45670,6.0385,6.225235,23.52,11.43,0,11.756303,0.485969,0,0.057803,43860,13.99,14.95,0.064214,2.3,CC-NOS-1225,12.99,12.99
X1000084,Eco Light M60 Frontlicht,Nein/Nur in der Filiale Verfügbar,4037438400603,CP40060,T111,TZB,Scheinwerfer,VDO,M000040081,schwarz,24,OSZ,UN,,,0,5,0,0,0,0,,0,0,,0,0,44134,21.5,21.953333,147.05,37.28,0,0,0.253519,0,0.032787,43860,34.99,49.95,0.299499,1.6,CC-Beleuchtung-1225,34.99,34.99
X1000114,Blaze Rücklicht mit Bremslichtfunktion,JA,4016224151004,15100,T112,TZB,Rücklicht,SIGMA,M000006170,schwarz,25,StVZO,UN,,,0,287,26,12,59,0.205575,2.269231,12,0,,0,0,46119,12.3255,12.206391,5640.42,1739.36,332.268908,719.915966,0.308374,950.08,0.035881,43860,32.95,32.95,0,2.7,CC-Sigma1126,19.99,19.99
X1000275,SUV E.430,JA,4061929030291,212100000045,F105,Bike,E-ATB,CARVER,M000009336,green metallic matt,25,50 CM,HE,DIA,"27,5",625,2,1,0,6,3,6,0,0,,0,0,44832,1890.27,1854.8108,4600.29,819.75,0,2521,0.178195,11341.62,0,44364,2999.99,3999.99,0.250001,1.6,CC: Carver 210725,2699.99,2699.99
X1000278,SUV E.430,JA,4061929030277,212100000043,F105,Bike,E-ATB,CARVER,M000009336,green metallic matt,25,42 CM,HE,DIA,"27,5",625,1,0,0,0,0,,0,0,,0,0,44743,1833.88,1833.88,2689.06,855.18,0,0,0.318022,0,0,44741,2999.99,3999.99,0.250001,1.6,CC: Carver 210725,2699.99,2699.99
X1000280,SUV E.450,JA,4061929030321,212100000048,F105,Bike,E-ATB,CARVER,M000009337,brown metallic matt,25,46 CM,HE,DIA,"27,5",625,0,0,0,0,,,0,0,,0,0,44819,2212.41,2152.353333,0,0,0,0,0,4373.35,0,44474,3299.99,4599.99,0.282609,1.5,DW:Carver_FP_Neu_25032025,3599.99,3599.99
X1000283,SUV E.430,JA,4061929030284,212100000044,F105,Bike,E-ATB,CARVER,M000009336,green metallic matt,25,46 CM,HE,DIA,"27,5",625,0,0,0,8,,,0,0,,0,0,44865,1890.27,1771.310476,0,0,0,0,0,14331.32,0.111111,44364,2999.99,3999.99,0.250001,1.6,CC: Carver 210725,2699.99,2699.99
X1000284,SUV E.450,JA,4061929030338,212100000049,F105,Bike,E-ATB,CARVER,M000009337,brown metallic matt,25,50 CM,HE,DIA,"27,5",625,1,0,0,0,0,,0,0,,0,0,44869,2212.41,1986.787692,1484.03,-663.2,0,0,-0.446891,2147.23,0.375,44474,3299.99,4599.99,0.282609,1.5,DW:Carver_FP_Neu_25032025,3599.99,3599.99
X1000480,Cargo Tuure,Nein/Nur in der Filiale Verfügbar,4044494151653,121008320,Z162,Sonstiges,Anhänger Lasten,CROOZER,M000005669,Olive Green,22,OSZ,UN,,,0,0,0,0,0,,,0,0,,0,0,44805,311.81975,306.478733,0,0,0,0,0,623.27,0.02649,44371,470,570,0.175439,1.5,Auslauf,470,470
X1000519,Schnellspanner lang 170-180 mm,Nein/Nur in der Filiale Verfügbar,4044494135646,112003214,Z168,TZB,Anhänger Zubehör,CROOZER,M000005661,black/silver,24,OSZ,UN,,,0,9,0,0,0,0,,0,0,,0,0,45735,14.095,12.233253,166.32,39.47,0,0,0.237314,0,0.151042,44508,21.99,25,0.1204,1.6,"MP-1,65-UVP-4023-Auslauf",21.99,24.9
X1000530,Achskupplung Universal Vierkant,Nein/Nur in der Filiale Verfügbar,4044494119530,119019006,Z168,TZB,Anhänger Zubehör,CROOZER,M000005645,Black,24,OSZ,UN,,,0,14,0,0,0,0,,0,0,,0,0,45611,14.152,12.509832,258.42,61.44,0,0,0.237752,0,0.028926,44508,21.99,25,0.1204,1.6,"MP-1,65-UVP-4023-Auslauf",21.99,24.9
X1000531,Babysitz - für alle Kid ab 2014,JA,4044494151660,122000120,Z168,TZB,Anhänger Zubehör,CROOZER,M000045781,Graphite blue,24,OSZ,UN,,,0,1,0,0,2,2,,1,0,,0,0,45156,65.888,57.813472,71.42,7.67,0,0,0.107393,191.23,0.054795,44355,74.99,120,0.375083,1.1,MP-XXX-1626-Auslauf,74.99,74.99
X1000535,Achsmutteradapter 3/8x26,JA,4044494136674,122000415,Z168,TZB,Anhänger Zubehör,CROOZER,M000005646,Silver,23,OSZ,UN,,,0,7,3,1,7,1,2.333333,0,0,,0,0,45089,16.2035,15.057714,117.61,7.66,15.117647,45.352941,0.065131,109.93,0.125,44512,17.99,29.9,0.398328,1.1,MP-XXX-1626-Auslauf,17.99,17.99
X1000537,Jogger-Set - für alle Kid Zweisitzer ab 2018,Nein/Nur in der Filiale Verfügbar,4044494147717,122400019,Z168,TZB,Anhänger Zubehör,CROOZER,M000045800,Silver/Black,24,OSZ,UN,,,0,2,0,0,0,0,,0,0,,0,0,45413,94.887,54.346638,252.08,69.39,0,0,0.27527,0,0.08,44446,149.99,170,0.117706,1.6,"MP-1,65-UVP-4023-Auslauf",149.99,169.9
X1000539,Jogger-Set - für alle Kid Einsitzer ab 2018,Nein/Nur in der Filiale Verfügbar,4044494151943,122400120,Z168,TZB,Anhänger Zubehör,CROOZER,M000045799,Silver/Black,24,OSZ,UN,,,0,3,0,0,0,0,,0,0,,0,0,45735,78.916667,55.759184,288.22,70.11,0,0,0.243252,0,0.192982,44424,104.99,150,0.300067,1.3,"MP-1,3-3225-Auslauf",104.99,104.99
X1000586,Steckachse M12 x 1.0 Syntace,Nein/Nur in der Filiale Verfügbar,872299045440,20110733,Z168,TZB,Anhänger Zubehör,THULE,M000051330,Black,25,160-172 MM,UN,,,0,122,0,0,0,0,,0,0,,0,0,45756,34.93,37.65397,5528.78,1267.23,0,0,0.229206,34.93,0.135691,44596,53.99,64.95,0.168745,1.5,"MP-1,55-0325-Auslauf",53.99,53.99
X1001189,Gabel-/ Dämpferpumpe Shock Pump ZT-802,Nein/Nur in der Filiale Verfügbar,4710694940341,2191203111,Z094,TZB,Pumpen Dämpfer,AIRBONE,M000004277,schwarz,25,bis 300psi/20 bar,UN,,,0,34,0,0,0,0,,0,0,,0,0,45938,6.72,9.596374,470.31,231.05,0,0,0.491272,0,0.052632,43964,13.99,29.95,0.532888,2.1,"MP-2,0-0725-Sopo",13.99,13.99
X1001190,SAM Gabel-/ Dämpferpumpe bis 315 PSI,JA,4002556227715,10059,Z094,TZB,Pumpen Dämpfer,SKS,M000006131,Silber,26,bis 360 PSI,UN,,,0,10,0,0,3,0.3,,0,0,,0,0,45966,18.914,19.108545,267.31,78.08,0,0,0.292095,56.74,0.045045,43941,29.99,44.99,0.333407,1.6,"MP-1,6-0226",29.99,29.99
X1001191,Pocket Shock DXG Gabel-/ Dämpferpumpe,JA,4710069680322,15700262,Z094,TZB,Pumpen Dämpfer,TOPEAK,M000011427,black/silver,26,bis 360 PSI,UN,,,0,24,4,1,4,0.166667,1,1,0,,0,0,46122,24.1,21.58893,745.51,168.78,31.084034,124.336134,0.226395,120.41,0.026408,43935,36.99,49.95,0.259459,1.5,"MP-1,55-0326",36.99,36.99
X1001192,Airchamp Pro CO2 Kartuschenpumpe,JA,4002556430344,10429,Z092,TZB,Pumpen Mini,SKS,M000006113,"schwarz, orange",26,ohne Gewinde,UN,,,0,49,8,4,20,0.408163,2.5,0,0,,0,0,44649,10.3838,10.197808,632.4,124.03,84,168,0.196126,207.5,0.065502,43941,24.99,24.99,0,2.4,"MP-1,45-0226-Überbestand",14.99,14.99
X1001194,Injex Lite Zoom Minipumpe,JA,4002556493813,11016,Z092,TZB,Pumpen Mini,SKS,M000006122,schwarz,25,bis 144 PSI,UN,,,0,34,6,1,10,0.294118,1.666667,0,0,,0,0,44652,8.336333,8.437251,385.61,102.11,19.319328,115.915966,0.264801,83.35,0.042328,43941,22.99,22.99,0,2.8,"MP-1,45-0226-Überbestand",11.99,11.99
X1001195,Airbuster Co2 Kartuschenpumpe,JA,4002556554491,11105,Z092,TZB,Pumpen Mini,SKS,M000006112,schwarz,26,mit Gewinde,UN,,,0,33,6,1,15,0.454545,2.5,2,0,,0,0,46128,10.481,10.304129,537.08,193.07,21,126,0.359481,178.13,0.030303,43941,24.99,24.99,0,2.4,"MP-1,6-0226",16.99,16.99
X1001196,Micro Rocket Aluminium Minipumpe,JA,4712511823677,15700080,Z092,TZB,Pumpen Mini,TOPEAK,M000011408,Silver,26,bis 160 PSI,UN,,,0,41,1,0,31,0.756098,31,0,0,,0,0,46051,12.0005,13.220516,653.86,153.93,0,20.966387,0.235417,372.34,0.039063,43935,24.95,24.95,0,2.1,"MP-1,55-0326",18.99,18.99
X1001197,Mini Dual Minipumpe,JA,4712511823790,15700000,Z092,TZB,Pumpen Mini,TOPEAK,M000011419,Silver/Black,26,bis 120 PSI,UN,,,0,23,3,1,26,1.130435,8.666667,0,0,,0,0,44682,9.597,9.217091,260.32,39.87,15.084034,45.252101,0.153158,249.21,0.080569,43935,17.95,17.95,0,1.9,"MP-1,3-0326-Überbestand",12.5,12.5
X1001198,Supershort Minipumpe,JA,4002556307462,10367,Z092,TZB,Pumpen Mini,SKS,M000006141,Silber,26,bis 6 Bar,UN,,,0,8,1,0,4,0.5,4,0,0,,0,0,46101,10.482,10.976667,130.07,46.51,0,21,0.357577,41.83,0.037383,43941,24.99,24.99,0,2.4,"MP-1,8-0226",18.99,18.99
